mun,mun_code,year,r.median
TREBISACCE,78150,2015,12527.915632754342
TREBISACCE,78150,2019,13015.463917525773
TREBISACCE,78150,2020,13130.779392338178
TREBISACCE,78150,2021,13830.049261083743
TREBISACCE,78150,2022,14846.938775510203
TRECASALI,34043,2001,13704.061895551256
TRECASALI,34043,2004,15360.344827586207
TRECASALI,34043,2011,18486.928104575163
TRECASE,63091,2001,12289.55007256894
TRECASE,63091,2004,13940.944881889765
TRECASE,63091,2011,15410.633484162896
TRECASE,63091,2015,15993.11400153022
TRECASE,63091,2019,16106.864274570984
TRECASE,63091,2020,15592.731829573935
TRECASE,63091,2021,16648.305084745763
TRECASE,63091,2022,17545.5938697318
TRECASTAGNI,87050,2001,10108.538350217077
TRECASTAGNI,87050,2004,11846.103038309115
TRECASTAGNI,87050,2011,14335.07549361208
TRECASTAGNI,87050,2015,15092.592592592593
TRECASTAGNI,87050,2019,15784.651791751181
TRECASTAGNI,87050,2020,15624.501992031874
TRECASTAGNI,87050,2021,16484.790874524715
TRECASTAGNI,87050,2022,17773.276904474
TRECASTELLI,42050,2015,15330.91286307054
TRECASTELLI,42050,2019,16302.702702702703
TRECASTELLI,42050,2020,16281.606346058503
TRECASTELLI,42050,2021,16887.542413960255
TRECASTELLI,42050,2022,17671.800947867298
TRECATE,3149,2001,14779.24944812362
TRECATE,3149,2004,16154.293289822559
TRECATE,3149,2011,18211.186568571968
TRECATE,3149,2015,19347.38041002278
TRECATE,3149,2019,19916.32653061224
TRECATE,3149,2020,19679.70379641218
TRECATE,3149,2021,20192.338873125253
TRECATE,3149,2022,20786.95652173913
TRECCHINA,76092,2001,7660.731948565776
TRECCHINA,76092,2004,8093.346573982125
TRECCHINA,76092,2011,10350.60975609756
TRECCHINA,76092,2015,11092.814371257486
TRECCHINA,76092,2019,11576.655052264809
TRECCHINA,76092,2020,11273.234200743495
TRECCHINA,76092,2021,12081.85053380783
TRECCHINA,76092,2022,12899.239543726237
TRECENTA,29047,2001,10621.970920840065
TRECENTA,29047,2004,11305.650684931506
TRECENTA,29047,2011,13687.872763419484
TRECENTA,29047,2015,15338.461538461539
TRECENTA,29047,2019,16440.985732814526
TRECENTA,29047,2020,16316.489361702126
TRECENTA,29047,2021,17257.6726342711
TRECENTA,29047,2022,17724.967490247072
TREDOZIO,40049,2001,11103.395061728395
TREDOZIO,40049,2004,11914.715719063544
TREDOZIO,40049,2011,14619.140625
TREDOZIO,40049,2015,16042.857142857143
TREDOZIO,40049,2019,17150.375939849622
TREDOZIO,40049,2020,17488.431876606683
TREDOZIO,40049,2021,18029.41176470588
TREDOZIO,40049,2022,18973.045822102424
TREGLIO,69096,2001,9987.341772151898
TREGLIO,69096,2004,10612.244897959185
TREGLIO,69096,2011,14687.5
TREGLIO,69096,2015,16313.202247191011
TREGLIO,69096,2019,17149.10025706941
TREGLIO,69096,2020,16899.484536082473
TREGLIO,69096,2021,17505.089058524172
TREGLIO,69096,2022,18279.683377308706
TREGNAGO,23087,2001,12220.911949685535
TREGNAGO,23087,2004,13151.676829268294
TREGNAGO,23087,2011,15215.083798882682
TREGNAGO,23087,2015,16693.004115226337
TREGNAGO,23087,2019,17750
TREGNAGO,23087,2020,17666.931637519872
TREGNAGO,23087,2021,18184.893784421714
TREGNAGO,23087,2022,18924.980959634424
TREIA,43054,2001,9761.839956450734
TREIA,43054,2004,10877.27006444054
TREIA,43054,2011,13627.586206896553
TREIA,43054,2015,14905.178701677609
TREIA,43054,2019,16361.925515055467
TREIA,43054,2020,16601.101494885916
TREIA,43054,2021,17352.974611595302
TREIA,43054,2022,17895.72293716881
TREISO,4230,2001,9269.84126984127
TREISO,4230,2004,10288.461538461539
TREISO,4230,2011,13447.368421052632
TREISO,4230,2015,15611.111111111111
TREISO,4230,2019,17948.795180722893
TREISO,4230,2020,16709.45945945946
TREISO,4230,2021,18690.322580645163
TREISO,4230,2022,19794.871794871797
TREMENICO,97081,2001,11132.075471698114
TREMENICO,97081,2004,12500
TREMENICO,97081,2011,14621.21212121212
TREMENICO,97081,2015,15330
TREMESTIERI ETNEO,87051,2001,15241.455509723042
TREMESTIERI ETNEO,87051,2004,16012.034161490683
TREMESTIERI ETNEO,87051,2011,17684.39206668583
TREMESTIERI ETNEO,87051,2015,18043.22766570605
TREMESTIERI ETNEO,87051,2019,18635.593220338982
TREMESTIERI ETNEO,87051,2020,18474.949562878275
TREMESTIERI ETNEO,87051,2021,19118.288317604944
TREMESTIERI ETNEO,87051,2022,20053.13617159571
TREMEZZINA,13252,2015,17079.324894514768
TREMEZZINA,13252,2019,17832.362728785356
TREMEZZINA,13252,2020,16425.738007380074
TREMEZZINA,13252,2021,17710.431654676257
TREMEZZINA,13252,2022,19306.828003457216
TREMEZZO,13225,2001,10540.201005025127
TREMEZZO,13225,2004,12241.847826086958
TREMEZZO,13225,2011,14309.815950920247
TREMOSINE,17189,2001,8009.4178082191775
TREMOSINE,17189,2004,11394.33551198257
TREMOSINE SUL GARDA,17189,2011,13700.49504950495
TREMOSINE SUL GARDA,17189,2015,15326.194398682042
TREMOSINE SUL GARDA,17189,2019,15961.165048543688
TREMOSINE SUL GARDA,17189,2020,13462.783171521034
TREMOSINE SUL GARDA,17189,2021,14338.90577507599
TREMOSINE SUL GARDA,17189,2022,17399.212598425198
TRENTA,78151,2001,10190.397350993378
TRENTA,78151,2004,10865.384615384613
TRENTA,78151,2011,12835.96837944664
TRENTA,78151,2015,12832.03125
TRENTINARA,65152,2001,6545.6674473067915
TRENTINARA,65152,2004,7167.352537722907
TRENTINARA,65152,2011,8541.009463722397
TRENTINARA,65152,2015,9671.052631578947
TRENTINARA,65152,2019,9980.657640232108
TRENTINARA,65152,2020,10245.098039215685
TRENTINARA,65152,2021,10860.849056603774
TRENTINARA,65152,2022,11795.154185022026
TRENTO,22205,2001,16053.802087134203
TRENTO,22205,2004,17011.312911030087
TRENTO,22205,2011,19375.15561088387
TRENTO,22205,2015,20164.188420163748
TRENTO,22205,2019,21023.790337350278
TRENTO,22205,2020,20942.066805845512
TRENTO,22205,2021,21569.915647876333
TRENTO,22205,2022,22326.108984462957
TRENTOLA DUCENTA,61094,2001,8374.060150375939
TRENTOLA DUCENTA,61094,2004,9387.190684133917
TRENTOLA DUCENTA,61094,2011,11148.814390842192
TRENTOLA DUCENTA,61094,2015,11838.129496402878
TRENTOLA DUCENTA,61094,2019,12704.008589835363
TRENTOLA DUCENTA,61094,2020,12615.93118922962
TRENTOLA DUCENTA,61094,2021,13631.036931818184
TRENTOLA DUCENTA,61094,2022,14557.537012113055
TRENZANO,17190,2001,11240.657698056802
TRENZANO,17190,2004,12729.289940828403
TRENZANO,17190,2011,15275
TRENZANO,17190,2015,16221.224489795917
TRENZANO,17190,2019,17673.49304482226
TRENZANO,17190,2020,17501.86428038777
TRENZANO,17190,2021,18238.473167044598
TRENZANO,17190,2022,19219.53125
TREPPO CARNICO,30125,2001,10875
TREPPO CARNICO,30125,2004,11977.611940298508
TREPPO CARNICO,30125,2011,13920.454545454544
TREPPO CARNICO,30125,2015,16187.500000000002
TREPPO GRANDE,30126,2001,11723.48484848485
TREPPO GRANDE,30126,2004,13081.896551724138
TREPPO GRANDE,30126,2011,17082.52427184466
TREPPO GRANDE,30126,2015,18043.032786885247
TREPPO GRANDE,30126,2019,19082.59911894273
TREPPO GRANDE,30126,2020,18923.711340206188
TREPPO GRANDE,30126,2021,19634.575569358178
TREPPO GRANDE,30126,2022,19846.072186836518
TREPPO LIGOSULLO,30191,2019,16852.04081632653
TREPPO LIGOSULLO,30191,2020,16579.787234042553
TREPPO LIGOSULLO,30191,2021,16968.75
TREPPO LIGOSULLO,30191,2022,18159.574468085106
TREPUZZI,75087,2001,8530.772325020112
TREPUZZI,75087,2004,9432.586644125107
TREPUZZI,75087,2011,11672.41379310345
TREPUZZI,75087,2015,12607.709750566893
TREPUZZI,75087,2019,13823.529411764706
TREPUZZI,75087,2020,13764.70588235294
TREPUZZI,75087,2021,14573.93899204244
TREPUZZI,75087,2022,15565.884476534296
TREQUANDA,52036,2001,10676.470588235296
TREQUANDA,52036,2004,11846.473029045643
TREQUANDA,52036,2011,14044.117647058822
TREQUANDA,52036,2015,15363.207547169812
TREQUANDA,52036,2019,16408.95061728395
TREQUANDA,52036,2020,16339.285714285714
TREQUANDA,52036,2021,16946.428571428572
TREQUANDA,52036,2022,17578.688524590165
TRES,22206,2001,9655.737704918032
TRES,22206,2004,9660.766961651918
TRES,22206,2011,10688.405797101448
TRESANA,45015,2001,10007.418397626112
TRESANA,45015,2004,11313.291139240506
TRESANA,45015,2011,13908.794788273615
TRESANA,45015,2015,15398.390342052315
TRESANA,45015,2019,16520.042194092828
TRESANA,45015,2020,16194.078947368422
TRESANA,45015,2021,17001.063829787236
TRESANA,45015,2022,17720.682302771853
TRESCORE BALNEARIO,16218,2001,13784.367635506678
TRESCORE BALNEARIO,16218,2004,15609.375
TRESCORE BALNEARIO,16218,2011,17728.496959165943
TRESCORE BALNEARIO,16218,2015,18513.820775746768
TRESCORE BALNEARIO,16218,2019,19570.698088039127
TRESCORE BALNEARIO,16218,2020,19168.31683168317
TRESCORE BALNEARIO,16218,2021,19882.602862254025
TRESCORE BALNEARIO,16218,2022,20458.70141342756
TRESCORE CREMASCO,19109,2001,13461.538461538461
TRESCORE CREMASCO,19109,2004,14813.218390804599
TRESCORE CREMASCO,19109,2011,16993.935309973047
TRESCORE CREMASCO,19109,2015,18466.863033873346
TRESCORE CREMASCO,19109,2019,19681.818181818184
TRESCORE CREMASCO,19109,2020,19284.615384615383
TRESCORE CREMASCO,19109,2021,19998.639455782315
TRESCORE CREMASCO,19109,2022,20669.34404283802
TRESIGALLO,38024,2001,12459.349593495936
TRESIGALLO,38024,2004,13563.218390804599
TRESIGALLO,38024,2011,15487.153482082489
TRESIGALLO,38024,2015,16432.993197278913
TRESIGNANA,38030,2019,16919.745222929938
TRESIGNANA,38030,2020,17179.949130987705
TRESIGNANA,38030,2021,17860.28156996587
TRESIGNANA,38030,2022,18365.116279069767
TRESIVIO,14070,2001,13305.860805860808
TRESIVIO,14070,2004,14287.072243346007
TRESIVIO,14070,2011,17506.048387096773
TRESIVIO,14070,2015,17802.547770700636
TRESIVIO,14070,2019,19088.29568788501
TRESIVIO,14070,2020,19329.787234042553
TRESIVIO,14070,2021,19761.523046092185
TRESIVIO,14070,2022,20533.536585365855
TRESNURAGHES,95067,2001,7894.248608534323
TRESNURAGHES,95067,2004,8457.943925233643
TRESNURAGHES,95067,2011,10866.666666666666
TRESNURAGHES,95067,2015,11973.684210526315
TRESNURAGHES,95067,2019,12370.689655172415
TRESNURAGHES,95067,2020,12884.615384615385
TRESNURAGHES,95067,2021,13302.752293577982
TRESNURAGHES,95067,2022,13870.192307692309
TREVENZUOLO,23088,2001,11542.168674698796
TREVENZUOLO,23088,2004,12957.317073170732
TREVENZUOLO,23088,2011,15204.225352112677
TREVENZUOLO,23088,2015,16319.04069767442
TREVENZUOLO,23088,2019,16714.285714285714
TREVENZUOLO,23088,2020,16822.674418604653
TREVENZUOLO,23088,2021,17753.835425383542
TREVENZUOLO,23088,2022,18730.820995962316
TREVI,54054,2001,10883.87869114126
TREVI,54054,2004,12124.904798172125
TREVI,54054,2011,14779.54144620811
TREVI,54054,2015,16118.177265898848
TREVI,54054,2019,17294.61196243203
TREVI,54054,2020,17139.969681657403
TREVI,54054,2021,17276.04938271605
TREVI,54054,2022,17883.12958435208
TREVI NEL LAZIO,60080,2001,9819.168173598553
TREVI NEL LAZIO,60080,2004,11160.714285714286
TREVI NEL LAZIO,60080,2011,13988.09523809524
TREVI NEL LAZIO,60080,2015,14491.27906976744
TREVI NEL LAZIO,60080,2019,15158.653846153848
TREVI NEL LAZIO,60080,2020,15373.786407766991
TREVI NEL LAZIO,60080,2021,15753.184713375795
TREVI NEL LAZIO,60080,2022,16946.902654867255
TREVICO,64112,2001,7796.116504854369
TREVICO,64112,2004,8449.691991786447
TREVICO,64112,2011,10844.370860927153
TREVICO,64112,2015,11461.538461538461
TREVICO,64112,2019,12413.793103448275
TREVICO,64112,2020,12877.358490566037
TREVICO,64112,2021,13440.594059405941
TREVICO,64112,2022,14250
TREVIGLIO,16219,2001,14710.394075641365
TREVIGLIO,16219,2004,16348.755535196213
TREVIGLIO,16219,2011,18851.49863760218
TREVIGLIO,16219,2015,19880.64177537862
TREVIGLIO,16219,2019,20871.126556617433
TREVIGLIO,16219,2020,20717.46944644141
TREVIGLIO,16219,2021,21437.037037037036
TREVIGLIO,16219,2022,22261.067804088838
TREVIGNANO,26085,2001,12779.947916666666
TREVIGNANO,26085,2004,13797.76496034607
TREVIGNANO,26085,2011,16930.46357615894
TREVIGNANO,26085,2015,18017.699115044248
TREVIGNANO,26085,2019,19095.425059747355
TREVIGNANO,26085,2020,18888.774811772757
TREVIGNANO,26085,2021,19489.99297752809
TREVIGNANO,26085,2022,20330.017761989344
TREVIGNANO ROMANO,58107,2001,11332.518337408314
TREVIGNANO ROMANO,58107,2004,13347.989949748744
TREVIGNANO ROMANO,58107,2011,15468.671679197994
TREVIGNANO ROMANO,58107,2015,16488.622754491018
TREVIGNANO ROMANO,58107,2019,16481.796116504855
TREVIGNANO ROMANO,58107,2020,16684.62469733656
TREVIGNANO ROMANO,58107,2021,17445.867287543657
TREVIGNANO ROMANO,58107,2022,18174.06542056075
TREVILLE,6175,2001,10526.315789473685
TREVILLE,6175,2004,13445.945945945947
TREVILLE,6175,2011,16883.561643835616
TREVILLE,6175,2015,18411.392405063292
TREVILLE,6175,2019,20264.285714285714
TREVILLE,6175,2020,19821.91780821918
TREVILLE,6175,2021,19286.764705882353
TREVILLE,6175,2022,20669.23076923077
TREVIOLO,16220,2001,14739.031770045387
TREVIOLO,16220,2004,17365.567010309278
TREVIOLO,16220,2011,18933.99846508058
TREVIOLO,16220,2015,20030.406766008862
TREVIOLO,16220,2019,20935.975609756097
TREVIOLO,16220,2020,20396.79437060203
TREVIOLO,16220,2021,21143.454038997214
TREVIOLO,16220,2022,21878.25059101655
TREVISO,26086,2001,15304.621420564556
TREVISO,26086,2004,16507.52508361204
TREVISO,26086,2011,19198.658046289253
TREVISO,26086,2015,20104.6511627907
TREVISO,26086,2019,20771.17151818632
TREVISO,26086,2020,20611.81115591398
TREVISO,26086,2021,21271.375153476947
TREVISO,26086,2022,22031.472585721385
TREVISO BRESCIANO,17191,2001,10967.741935483871
TREVISO BRESCIANO,17191,2004,11853.932584269663
TREVISO BRESCIANO,17191,2011,15516.778523489931
TREVISO BRESCIANO,17191,2015,15735.915492957747
TREVISO BRESCIANO,17191,2019,17731.2925170068
TREVISO BRESCIANO,17191,2020,18010.135135135133
TREVISO BRESCIANO,17191,2021,18783.687943262412
TREVISO BRESCIANO,17191,2022,18917.80821917808
TREZZANO ROSA,15219,2001,17177.85234899329
TREZZANO ROSA,15219,2004,17876.190476190477
TREZZANO ROSA,15219,2011,19925.073099415204
TREZZANO ROSA,15219,2015,21163.492063492064
TREZZANO ROSA,15219,2019,21706.177606177607
TREZZANO ROSA,15219,2020,21516.214177978884
TREZZANO ROSA,15219,2021,22331.935975609755
TREZZANO ROSA,15219,2022,23092.38310708899
TREZZANO SUL NAVIGLIO,15220,2001,16418.38451830038
TREZZANO SUL NAVIGLIO,15220,2004,17470.903674280038
TREZZANO SUL NAVIGLIO,15220,2011,19932.341934213116
TREZZANO SUL NAVIGLIO,15220,2015,20572.123519458546
TREZZANO SUL NAVIGLIO,15220,2019,21210.38908945046
TREZZANO SUL NAVIGLIO,15220,2020,20706.25
TREZZANO SUL NAVIGLIO,15220,2021,21389.093513402906
TREZZANO SUL NAVIGLIO,15220,2022,22308.41784989858
TREZZO SULLADDA,15221,2001,15738.289845960391
TREZZO SULLADDA,15221,2004,17043.73259052925
TREZZO SULLADDA,15221,2011,18802.11526670754
TREZZO SULLADDA,15221,2015,19687.520471667212
TREZZO SULLADDA,15221,2019,20838.07829181495
TREZZO SULLADDA,15221,2020,20452.975994738576
TREZZO SULLADDA,15221,2021,21135.806558463068
TREZZO SULLADDA,15221,2022,21871.35278514589
TREZZO TINELLA,4231,2001,7422.680412371134
TREZZO TINELLA,4231,2004,7848.837209302325
TREZZO TINELLA,4231,2011,9459.45945945946
TREZZO TINELLA,4231,2015,12366.071428571428
TREZZO TINELLA,4231,2019,13085.106382978724
TREZZO TINELLA,4231,2020,12900
TREZZO TINELLA,4231,2021,13413.461538461539
TREZZO TINELLA,4231,2022,13367.34693877551
TREZZONE,13226,2001,10441.176470588234
TREZZONE,13226,2004,12592.592592592593
TREZZONE,13226,2011,15771.929824561403
TREZZONE,13226,2015,15622.641509433963
TREZZONE,13226,2019,16425.925925925927
TREZZONE,13226,2020,16640.350877192985
TREZZONE,13226,2021,17635.416666666668
TREZZONE,13226,2022,17860
TRIBANO,28094,2001,11491.628614916286
TRIBANO,28094,2004,12838.078291814947
TRIBANO,28094,2011,15478.260869565218
TRIBANO,28094,2015,16730.396902226526
TRIBANO,28094,2019,17589.708561020037
TRIBANO,28094,2020,17538.84372177055
TRIBANO,28094,2021,18344.322344322343
TRIBANO,28094,2022,18880.555555555555
TRIBIANO,15222,2001,16937.39565943239
TRIBIANO,15222,2004,18083.958020989503
TRIBIANO,15222,2011,21002.93083235639
TRIBIANO,15222,2015,22141.79104477612
TRIBIANO,15222,2019,22900.846432889964
TRIBIANO,15222,2020,22348.795180722893
TRIBIANO,15222,2021,23197.494033412888
TRIBIANO,15222,2022,24066.863905325445
TRIBOGNA,10063,2001,11203.703703703703
TRIBOGNA,10063,2004,12191.011235955055
TRIBOGNA,10063,2011,14939.759036144576
TRIBOGNA,10063,2015,16431.50684931507
TRIBOGNA,10063,2019,16555.1724137931
TRIBOGNA,10063,2020,16650
TRIBOGNA,10063,2021,17854.430379746835
TRIBOGNA,10063,2022,17958.86075949367
TRICARICO,77028,2001,8505.083179297597
TRICARICO,77028,2004,9017.735334242838
TRICARICO,77028,2011,11620.639534883721
TRICARICO,77028,2015,12366.979655712052
TRICARICO,77028,2019,13726.734348561758
TRICARICO,77028,2020,13754.310344827587
TRICARICO,77028,2021,14349.489795918365
TRICARICO,77028,2022,15034.232365145226
TRICASE,75088,2001,9491.836360300862
TRICASE,75088,2004,10005.070993914807
TRICASE,75088,2011,11809.191390343223
TRICASE,75088,2015,12775.924802910855
TRICASE,75088,2019,13441.422594142257
TRICASE,75088,2020,13512.055837563452
TRICASE,75088,2021,14290.81315952824
TRICASE,75088,2022,15135.938543754175
TRICERRO,2147,2001,12594.33962264151
TRICERRO,2147,2004,14239.130434782608
TRICERRO,2147,2011,16752.747252747253
TRICERRO,2147,2015,18600.515463917527
TRICERRO,2147,2019,19069.364161849713
TRICERRO,2147,2020,18343.13725490196
TRICERRO,2147,2021,19521.47239263804
TRICERRO,2147,2022,20532.738095238095
TRICESIMO,30127,2001,13442.549371633751
TRICESIMO,30127,2004,14584.139264990328
TRICESIMO,30127,2011,17820.138150903294
TRICESIMO,30127,2015,19453.882230328294
TRICESIMO,30127,2019,20322.025052192068
TRICESIMO,30127,2020,19939.70893970894
TRICESIMO,30127,2021,20697.905477980665
TRICESIMO,30127,2022,21659.945504087194
TRICHIANA,25061,2001,12854.356306892067
TRICHIANA,25061,2004,15135.901162790697
TRICHIANA,25061,2011,17511.59951159951
TRICHIANA,25061,2015,19087.155963302754
TRIEI,91097,2001,6899.224806201551
TRIEI,91097,2004,7697.368421052632
TRIEI,91097,2019,11390.728476821192
TRIEI,91097,2020,10982.142857142857
TRIEI,91097,2021,11468.53146853147
TRIEI,91097,2022,12773.972602739726
TRIEI,105019,2011,9920
TRIEI,105019,2015,10884.353741496598
TRIESTE,32006,2001,14744.926675213408
TRIESTE,32006,2004,15245.786565660077
TRIESTE,32006,2011,18489.923017850117
TRIESTE,32006,2015,19772.24785091552
TRIESTE,32006,2019,20370.341318634724
TRIESTE,32006,2020,20307.538300835655
TRIESTE,32006,2021,20683.089214380827
TRIESTE,32006,2022,21462.747508451506
TRIGGIANO,72046,2001,10367.12034383954
TRIGGIANO,72046,2004,11831.683168316833
TRIGGIANO,72046,2011,13547.721916732127
TRIGGIANO,72046,2015,13831.300813008129
TRIGGIANO,72046,2019,14551.48514851485
TRIGGIANO,72046,2020,14511.11111111111
TRIGGIANO,72046,2021,15373.260543780772
TRIGGIANO,72046,2022,16178.817631084186
TRIGOLO,19110,2001,13159.824046920821
TRIGOLO,19110,2004,14470.98976109215
TRIGOLO,19110,2011,17110.46511627907
TRIGOLO,19110,2015,17978.215767634854
TRIGOLO,19110,2019,18658.590308370043
TRIGOLO,19110,2020,18552.575107296136
TRIGOLO,19110,2021,19159.663865546216
TRIGOLO,19110,2022,19587.23404255319
TRINITA,4232,2001,10578.125
TRINITA,4232,2004,11938.59649122807
TRINITA,4232,2011,15182.974559686889
TRINITA,4232,2015,16746.197718631178
TRINITA,4232,2019,17867.783985102422
TRINITA,4232,2020,17526.46502835539
TRINITA,4232,2021,18357.00575815739
TRINITA,4232,2022,19251.351351351354
TRINITA DAGULTU E VIGNOLA,90074,2001,8420.707732634339
TRINITA DAGULTU E VIGNOLA,90074,2004,8800.738007380074
TRINITA DAGULTU E VIGNOLA,90074,2019,12437.943262411347
TRINITA DAGULTU E VIGNOLA,90074,2020,11479.779411764706
TRINITA DAGULTU E VIGNOLA,90074,2021,12049.808429118775
TRINITA DAGULTU E VIGNOLA,90074,2022,12860.915492957747
TRINITA DAGULTU E VIGNOLA,104026,2011,11060.311284046693
TRINITA DAGULTU E VIGNOLA,104026,2015,11372.377622377622
TRINITAPOLI,71057,2001,7586.271921553838
TRINITAPOLI,71057,2004,8300.289136720363
TRINITAPOLI,110010,2011,9719.400096758587
TRINITAPOLI,110010,2015,9823.363165332077
TRINITAPOLI,110010,2019,10596.330275229357
TRINITAPOLI,110010,2020,10916.364734299517
TRINITAPOLI,110010,2021,11155.946601941747
TRINITAPOLI,110010,2022,11632.18035824583
TRINO,2148,2001,12475.665152498377
TRINO,2148,2004,13747.27668845316
TRINO,2148,2011,16581.772151898735
TRINO,2148,2015,17980.645161290322
TRINO,2148,2019,18783.57787810384
TRINO,2148,2020,18587.09677419355
TRINO,2148,2021,19274.56140350877
TRINO,2148,2022,19751.633986928104
TRIORA,8061,2001,9272.727272727274
TRIORA,8061,2004,9730.538922155689
TRIORA,8061,2011,12415.254237288136
TRIORA,8061,2015,12944.444444444445
TRIORA,8061,2019,13532.608695652172
TRIORA,8061,2020,12187.5
TRIORA,8061,2021,12916.666666666668
TRIORA,8061,2022,12934.782608695652
TRIPI,83100,2001,6557.377049180328
TRIPI,83100,2004,6934.369602763386
TRIPI,83100,2011,9132.653061224488
TRIPI,83100,2015,10086.206896551725
TRIPI,83100,2019,11126.760563380281
TRIPI,83100,2020,10805.785123966942
TRIPI,83100,2021,11779.661016949152
TRIPI,83100,2022,12014.925373134329
TRISOBBIO,6176,2001,8974.358974358975
TRISOBBIO,6176,2004,11250
TRISOBBIO,6176,2011,15169.75308641975
TRISOBBIO,6176,2015,16792.59259259259
TRISOBBIO,6176,2019,16806.569343065694
TRISOBBIO,6176,2020,17435.714285714286
TRISOBBIO,6176,2021,19225.165562913906
TRISOBBIO,6176,2022,19698.675496688742
TRISSINO,24110,2001,13501.118568232661
TRISSINO,24110,2004,14745.39069359087
TRISSINO,24110,2011,17344.453888652784
TRISSINO,24110,2015,19068.20137693632
TRISSINO,24110,2019,20174.64114832536
TRISSINO,24110,2020,20022.142555883594
TRISSINO,24110,2021,20685.33916849015
TRISSINO,24110,2022,21411.790780141844
TRIUGGIO,15223,2001,15297.142857142859
TRIUGGIO,15223,2004,17086.293260473587
TRIUGGIO,108043,2011,19713.270142180096
TRIUGGIO,108043,2015,20929.726088908847
TRIUGGIO,108043,2019,21589.90825688073
TRIUGGIO,108043,2020,21151.967757230916
TRIUGGIO,108043,2021,21661.490683229815
TRIUGGIO,108043,2022,22480.425326244564
TRIVENTO,70081,2001,6937.403993855607
TRIVENTO,70081,2004,7741.935483870968
TRIVENTO,70081,2011,9288.526434195726
TRIVENTO,70081,2015,10268.126888217523
TRIVENTO,70081,2019,11652.67175572519
TRIVENTO,70081,2020,11704.905063291139
TRIVENTO,70081,2021,12287.660256410258
TRIVENTO,70081,2022,12896.95945945946
TRIVERO,96070,2001,14167.136414881623
TRIVERO,96070,2004,15497.972972972972
TRIVERO,96070,2011,17942.786069651742
TRIVERO,96070,2015,19429.203539823007
TRIVIGLIANO,60081,2001,11156.06936416185
TRIVIGLIANO,60081,2004,12175.141242937854
TRIVIGLIANO,60081,2011,14081.920903954804
TRIVIGLIANO,60081,2015,14223.16384180791
TRIVIGLIANO,60081,2019,14737.654320987655
TRIVIGLIANO,60081,2020,14129.032258064515
TRIVIGLIANO,60081,2021,15930.769230769232
TRIVIGLIANO,60081,2022,17251.461988304094
TRIVIGNANO UDINESE,30128,2001,12171.28027681661
TRIVIGNANO UDINESE,30128,2004,12623.456790123457
TRIVIGNANO UDINESE,30128,2011,15887.892376681613
TRIVIGNANO UDINESE,30128,2015,17899.527186761232
TRIVIGNANO UDINESE,30128,2019,18729.885057471263
TRIVIGNANO UDINESE,30128,2020,18804.611650485436
TRIVIGNANO UDINESE,30128,2021,19486.11111111111
TRIVIGNANO UDINESE,30128,2022,20275.51020408163
TRIVIGNO,76093,2001,8036.809815950921
TRIVIGNO,76093,2004,8737.541528239204
TRIVIGNO,76093,2011,10897.435897435897
TRIVIGNO,76093,2015,11698.71794871795
TRIVIGNO,76093,2019,12310.12658227848
TRIVIGNO,76093,2020,12870.370370370369
TRIVIGNO,76093,2021,13552.631578947367
TRIVIGNO,76093,2022,14471.83098591549
TRIVOLZIO,18163,2001,13641.304347826088
TRIVOLZIO,18163,2004,15250
TRIVOLZIO,18163,2011,19264.912280701756
TRIVOLZIO,18163,2015,20479.591836734693
TRIVOLZIO,18163,2019,21048.202614379086
TRIVOLZIO,18163,2020,20908.06451612903
TRIVOLZIO,18163,2021,21579.69798657718
TRIVOLZIO,18163,2022,22293.291731669266
TRODENA,21102,2001,11899.22480620155
TRODENA,21102,2004,13460
TRODENA NEL PARCO NATURALE TRUDEN IM NATURPA,21102,2011,16994.02390438247
TRODENA NEL PARCO NATURALE TRUDEN IM NATURPA,21102,2019,20993.589743589742
TRODENA NEL PARCO NATURALE TRUDEN IM NATURPA,21102,2020,20801.3698630137
TRODENA NEL PARCO NATURALE TRUDEN IM NATURPA,21102,2021,22300.448430493274
TRODENA NEL PARCO NATURALE TRUDEN IM NATURPA,21102,2022,23142.857142857145
TRODENA TRUDEN,21102,2015,19022.02643171806
TROFARELLO,1280,2001,15479.521492295215
TROFARELLO,1280,2004,16872.08885704049
TROFARELLO,1280,2011,19330.261702911906
TROFARELLO,1280,2015,20287.151702786377
TROFARELLO,1280,2019,20802.911093627066
TROFARELLO,1280,2020,20647.2233320016
TROFARELLO,1280,2021,21342.581423401687
TROFARELLO,1280,2022,22035.567434210527
TROIA,71058,2001,8667.67600302801
TROIA,71058,2004,9454.985870004039
TROIA,71058,2011,11789.989118607182
TROIA,71058,2015,12520.467836257312
TROIA,71058,2019,13417.312661498709
TROIA,71058,2020,13454.42536327609
TROIA,71058,2021,14081.081081081082
TROIA,71058,2022,14701.544943820225
TROINA,86018,2001,7853.459972862959
TROINA,86018,2004,8508.522727272728
TROINA,86018,2011,9757.78546712803
TROINA,86018,2015,10081.521739130436
TROINA,86018,2019,11636.178861788618
TROINA,86018,2020,11858.042635658916
TROINA,86018,2021,12523.029682702148
TROINA,86018,2022,13478.609625668449
TROMELLO,18164,2001,13041.490857946555
TROMELLO,18164,2004,14007.299270072994
TROMELLO,18164,2011,17060.104529616725
TROMELLO,18164,2015,18012.738853503186
TROMELLO,18164,2019,19043.97098821396
